symbol,effective_from,effective_to,instrument_type,classification_source,classification_confidence,classification_rule,observed_sector,pit_eligible_row_count,c5_loss_contribution,extreme_target_count,review_priority,review_reason
AGL,2020-01-01,2025-05-02,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,1541,0.014090669497697786,7,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
ASC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,1576,0.01849556532326413,34,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target
BNL,2020-09-10,2021-02-12,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0835,833,0.015410069303748173,27,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
CWSM,2020-01-01,2025-12-29,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0830,430,0.0318752556273168,110,1,top_c5_squared_loss|extreme_c4_target
HBLTETF,2022-09-12,2026-07-10,ETF,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ETF,0837,336,0.07700474438854377,19,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target
KOIL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,264,0.020407022750469857,68,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target
KOSM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,1271,0.02125203649702615,41,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target
P01GIS150825,2024-08-20,2025-08-08,debt_security,observed_sector_rule,low,sector_exact:36,36,23,0.7268033522968445,0,1,top_c5_squared_loss|classification_rule_conflict|special_security_entered_pit_universe|short_interval_or_maturity_like_ticker
P01GIS250425,2024-04-30,2025-04-21,debt_security,observed_sector_rule,low,sector_exact:36,36,13,0.012195575922127685,0,1,top_c5_squared_loss|classification_rule_conflict|special_security_entered_pit_universe|short_interval_or_maturity_like_ticker
PACE,2020-01-01,2022-08-02,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,1254,0.017896123850609014,30,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
PAKD,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0828,492,0.01872786374237574,68,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target
PHDL,2020-01-01,2025-01-20,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,278,0.5665216329729792,125,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target
PREMA,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,1440,0.015354880059020803,17,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target
PSMC,2020-01-01,2024-04-25,ordinary_equity,sector_prefix_inference,low,sector_prefix:08,0801,979,0.015024146017058468,34,1,top_c5_squared_loss|extreme_c4_target
SPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,624,0.028913751090576336,53,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target
TRSM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,310,0.01976222661851919,65,1,top_c5_squared_loss|classification_rule_conflict|extreme_c4_target
786,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,276,0.0001821998837410116,0,2,classification_rule_conflict
786R,2025-12-22,2026-01-02,right_or_entitlement,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:right_or_entitlement,0813,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
AABS,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,0,0.0,0,2,classification_rule_conflict
AATM,2024-05-30,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,67,0.001239882070272082,88,2,classification_rule_conflict|extreme_c4_target
ABL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1151,0.0026357256022801027,0,2,classification_rule_conflict
ABOT,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,1456,0.0035566207343304124,0,2,classification_rule_conflict
ACIETF,2022-01-17,2026-07-10,ETF,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ETF,0837,0,0.0,0,2,classification_rule_conflict
ACPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1531,0.007452674272813466,3,2,classification_rule_conflict|extreme_c4_target
ADAMS,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,0,0.0,0,2,classification_rule_conflict
ADMM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,633,0.0012010421183144078,0,2,classification_rule_conflict
AGHA,2020-11-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,1368,0.006603681308811335,2,2,classification_rule_conflict|extreme_c4_target
AGIC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,56,0.00010798274452308195,0,2,classification_rule_conflict
AGICR2,2025-11-10,2025-11-24,right_or_entitlement,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:right_or_entitlement,0812,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
AGIL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0802,634,0.001807375651270435,0,2,classification_rule_conflict
AGLNCPS,2024-04-29,2026-01-21,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,0,0.0,6,2,classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
AGP,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,1516,0.0038203670510358043,0,2,classification_rule_conflict
AGSILSC,2021-11-17,2022-08-31,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
AGSML,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,413,0.0007728767348461343,32,2,classification_rule_conflict|extreme_c4_target
AGTL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0801,953,0.0026674406712029588,0,2,classification_rule_conflict
AHCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0809,711,0.003278977426247742,0,2,classification_rule_conflict
AHL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,1245,0.009259121791527046,16,2,classification_rule_conflict|extreme_c4_target
AHTM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,0,2,classification_rule_conflict
AICL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,1400,0.004348807538356285,0,2,classification_rule_conflict
AIRLINK,2021-09-22,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0828,1150,0.010603140369439731,0,2,classification_rule_conflict
AKBL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1452,0.00558568721776454,0,2,classification_rule_conflict
AKBLTFC6,2020-03-26,2025-06-03,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
AKBLTFC7,2020-09-24,2024-12-27,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
AKDHL,2021-07-09,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,8,0.0,5,2,classification_rule_conflict|extreme_c4_target
AKDSL,2022-08-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,477,0.0031061051665650682,0,2,classification_rule_conflict
AKGL,2020-01-10,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,0,0.0,0,2,classification_rule_conflict
ALAC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,233,0.0024140130441764177,11,2,classification_rule_conflict|extreme_c4_target
ALACR4,2020-10-06,2020-10-27,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0812,0,0.0,5,2,classification_rule_conflict|extreme_c4_target
ALIFE,2022-03-04,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,112,0.001177421985027284,0,2,classification_rule_conflict
ALNRS,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,0,0.0,0,2,classification_rule_conflict
ALTN,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,649,0.004517442980650218,1,2,classification_rule_conflict|extreme_c4_target
AMBL,2020-02-25,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,0,0.0,4,2,classification_rule_conflict|extreme_c4_target
AMBLR4,2021-06-17,2021-07-09,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0813,0,0.0,2,2,classification_rule_conflict|extreme_c4_target
AMTEX,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,409,0.00352553001830286,1,2,classification_rule_conflict|extreme_c4_target
ANL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,1519,0.004041624738340279,0,2,classification_rule_conflict
ANLNV,2026-02-18,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,0,2,classification_rule_conflict
ANLR,2020-02-27,2020-03-19,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0829,0,0.0,6,2,classification_rule_conflict|extreme_c4_target
ANSM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,17,0.0,13,2,classification_rule_conflict|extreme_c4_target
ANTM,2020-01-09,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,13,2,classification_rule_conflict|extreme_c4_target
APL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0821,1575,0.0019300748583704523,0,2,classification_rule_conflict
ARCTM,2022-05-26,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,4,0.0,12,2,classification_rule_conflict|extreme_c4_target
ARMG,2026-03-30,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,0,0.0,0,2,classification_rule_conflict
ARPAK,2020-01-13,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,0,0.0,1,2,classification_rule_conflict|extreme_c4_target
ARPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,1041,0.001942759755363265,0,2,classification_rule_conflict
ARUJ,2020-01-09,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,23,0.000576672139375136,31,2,classification_rule_conflict|extreme_c4_target
ASCR,2020-01-22,2020-02-13,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0810,0,0.0,0,2,classification_rule_conflict
ASCR1,2021-01-13,2021-02-03,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0810,0,0.0,0,2,classification_rule_conflict
ASCR2,2023-01-02,2023-01-24,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0810,0,0.0,9,2,classification_rule_conflict|extreme_c4_target
ASHT,2020-01-06,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0831,0,0.0,25,2,classification_rule_conflict|extreme_c4_target
ASIC,2020-03-04,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,0,0.0,0,2,classification_rule_conflict
ASL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,1576,0.00509742068435917,0,2,classification_rule_conflict
ASLCPS,2021-05-27,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,0,0.0,52,2,classification_rule_conflict|extreme_c4_target
ASLPS,2020-03-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,0,0.0,0,2,classification_rule_conflict
ASTL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,1576,0.004941273571425348,1,2,classification_rule_conflict|extreme_c4_target
ASTM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,32,0.000605536116050907,24,2,classification_rule_conflict|extreme_c4_target
ATBA,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0802,1516,0.005547704884507082,2,2,classification_rule_conflict|extreme_c4_target
ATIL,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,249,0.0003935024002574234,0,2,classification_rule_conflict
ATLH,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0801,601,0.0027382091312063237,0,2,classification_rule_conflict
ATRL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0825,1576,0.006088508779603562,0,2,classification_rule_conflict
AVN,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0828,1576,0.003421725941592781,0,2,classification_rule_conflict
AWTX,2021-08-10,2026-07-02,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,2,2,classification_rule_conflict|extreme_c4_target
BAFL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1576,0.0035795418599192585,0,2,classification_rule_conflict
BAFLTFC5,2020-01-20,2020-01-28,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
BAFLTFC6,2020-01-13,2026-04-09,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
BAFLTFC7,2021-04-20,2021-04-20,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
BAFLTFC8,2023-05-10,2025-12-23,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
BAFS,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,0,0.0,33,2,classification_rule_conflict|extreme_c4_target
BAHL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1576,0.0043935849089606245,0,2,classification_rule_conflict
BAHLTFC10,2024-12-26,2024-12-26,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
BAHLTFC9,2023-01-18,2026-04-29,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
BAPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,296,0.004286128679878722,16,2,classification_rule_conflict|extreme_c4_target
BATA,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0816,317,0.00036539802043617116,0,2,classification_rule_conflict
BBFL,2024-08-05,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,443,0.0015946308299504231,0,2,classification_rule_conflict
BCEMSTSC,2025-11-18,2025-12-19,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
BCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,793,0.006927272490848271,12,2,classification_rule_conflict|extreme_c4_target
BECO,2021-08-04,2021-09-24,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,346,0.013438570232846739,36,2,classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
BELA,2023-11-22,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0802,0,0.0,29,2,classification_rule_conflict|extreme_c4_target
BERG,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,1233,0.0032658517478441904,1,2,classification_rule_conflict|extreme_c4_target
BFAGRO,2025-03-07,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,293,0.00123198156983804,0,2,classification_rule_conflict
BFBIO,2024-10-21,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,390,0.0020134620936175826,13,2,classification_rule_conflict|extreme_c4_target
BFMOD,2020-01-09,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,112,0.0007498396091206385,10,2,classification_rule_conflict|extreme_c4_target
BGL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0811,1494,0.00670984279227349,1,2,classification_rule_conflict|extreme_c4_target
BHAT,2020-01-06,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,0,2,classification_rule_conflict
BIFO,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,1013,0.005793081024228158,0,2,classification_rule_conflict
BIPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1523,0.007424182881472076,1,2,classification_rule_conflict|extreme_c4_target
BIPLSC,2020-06-09,2026-06-17,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
BIPLSC2,2024-04-17,2026-07-02,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
BLUEX,2025-12-29,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0833,88,0.0,0,2,classification_rule_conflict
BML,2023-11-27,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,509,0.004685976251412517,0,2,classification_rule_conflict
BNWM,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0835,228,0.002038726019043236,17,2,classification_rule_conflict|extreme_c4_target
BOK,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,51,0.00011015133181537384,0,2,classification_rule_conflict
BOP,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1576,0.009897190382683121,0,2,classification_rule_conflict
BOPTFC2,2023-03-30,2026-06-29,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
BPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0821,56,0.00012900291189327776,3,2,classification_rule_conflict|extreme_c4_target
BRR,2020-01-01,2023-06-22,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0819,36,0.0,0,2,classification_rule_conflict
BRRG,2023-08-07,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0838,17,5.182879468977973e-05,0,2,classification_rule_conflict
BRRR,2020-12-30,2021-01-21,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0819,0,0.0,3,2,classification_rule_conflict|extreme_c4_target
BTL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,0,2,classification_rule_conflict
BUXL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,231,0.0003204069178185703,51,2,classification_rule_conflict|extreme_c4_target
BWCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1104,0.002616144608520385,0,2,classification_rule_conflict
BWHL,2020-01-07,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0802,367,0.0009831212876672977,10,2,classification_rule_conflict|extreme_c4_target
BYCOSC,2020-03-02,2020-09-22,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
CCM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,0,2,classification_rule_conflict
CENI,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,0,0.0,0,2,classification_rule_conflict
CEPB,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0822,1550,0.0051259236783765495,0,2,classification_rule_conflict
CFL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,3,2,classification_rule_conflict|extreme_c4_target
CHAS,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,31,0.0,0,2,classification_rule_conflict
CHBL,2024-06-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,419,0.006818798903513924,38,2,classification_rule_conflict|extreme_c4_target
CHCC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1576,0.0038503675181873888,3,2,classification_rule_conflict|extreme_c4_target
CLCPS,2024-06-06,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,115,0.000675409253952508,0,2,classification_rule_conflict
CLOV,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,1088,0.004563323017392541,1,2,classification_rule_conflict|extreme_c4_target
CLVL,2021-09-06,2021-11-19,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,37,2,classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
CLVLR,2022-07-18,2022-08-05,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0833,0,0.0,9,2,classification_rule_conflict|extreme_c4_target|short_interval_or_maturity_like_ticker
CNERGY,2021-12-21,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0825,1088,0.007165294829306615,1,2,classification_rule_conflict|extreme_c4_target
CNERGYSC,2022-12-08,2022-12-08,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
COLG,2020-01-01,2024-05-31,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,824,0.003611874295957207,0,2,classification_rule_conflict|multiple_classification_intervals
CPHL,2021-07-09,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,1199,0.006652448754729307,0,2,classification_rule_conflict
CPPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0822,1276,0.0026034040576969515,0,2,classification_rule_conflict
CRTM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,848,0.0021377870132097123,0,2,classification_rule_conflict
CRTMR2,2021-06-07,2021-06-29,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0829,0,0.0,0,2,classification_rule_conflict
CSAP,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,1317,0.008700804320784798,2,2,classification_rule_conflict|extreme_c4_target
CSIL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,662,0.009900394806466671,17,2,classification_rule_conflict|extreme_c4_target
CSILR3,2026-01-22,2026-02-06,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0812,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
